machineName:sensorName,operationalHigh,operationalLow
DCS:AMR 1 - HLD - FIRE (DUPSIG_01),1.0,0.0
DCS:AMR 1 - HLD - FIRE (DUPSIG_02),1.0,0.0
DCS:AMR 1 - HLD - FIRE (DUPSIG_03),1.0,0.0
DCS:AMR 1 - HLD - FIRE (DUPSIG_04),1.0,0.0
DCS:AMR 1 - HLD - FIRE (DUPSIG_05),1.0,0.0
DCS:AMR 1 FLOODG,1.0,0.0
DCS:AMR 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:AMR 1 FLOODG (DUPSIG_02),1.0,0.0
DCS:AMR 1 FLOODG (DUPSIG_03),1.0,0.0
DCS:AMR 1 PRI HALON SYS ACTUATED,1.0,0.0
DCS:AMR 1 PRI HALON SYS ACTUATED (DUPSIG_01),1.0,0.0
DCS:AMR 1 PRI HALON SYS RELEASED,1.0,0.0
DCS:AMR 1 PRI HALON SYS RELEASED (DUPSIG_01),1.0,0.0
DCS:AMR 1 PRI/RSV HALON PWR FAILR,1.0,0.0
DCS:AMR 1 PRI/RSV HALON PWR FAILR (DUPSIG_01),1.0,0.0
DCS:AMR 1 RSV HALON SYS ACTUATED,1.0,0.0
DCS:AMR 1 RSV HALON SYS ACTUATED (DUPSIG_01),1.0,0.0
DCS:AMR 1 RSV HALON SYS RELEASED,1.0,0.0
DCS:AMR 1 RSV HALON SYS RELEASED (DUPSIG_01),1.0,0.0
DCS:AMR 2 FIRE,1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_01),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_02),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_03),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_04),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_05),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_06),1.0,0.0
DCS:AMR 2 FIRE (DUPSIG_07),1.0,0.0
DCS:AMR 2 FLOODG,1.0,0.0
DCS:AMR 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:ARMORY FIRE,1.0,0.0
DCS:ARMORY FIRE (DUPSIG_01),1.0,0.0
DCS:ARMORY INTRUSION,1.0,0.0
DCS:ARMORY INTRUSION (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 1 FIRE,1.0,0.0
DCS:ARRAY RM 1 FIRE (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 2 FIRE,1.0,0.0
DCS:ARRAY RM 2 FIRE (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 2 INTRUSION,1.0,0.0
DCS:ARRAY RM 2 INTRUSION (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 3 FIRE,1.0,0.0
DCS:ARRAY RM 3 FIRE (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 3 INTRUSION,1.0,0.0
DCS:ARRAY RM 4 FIRE,1.0,0.0
DCS:ARRAY RM 4 FIRE (DUPSIG_01),1.0,0.0
DCS:ARRAY RM 4 INTRUSION,1.0,0.0
DCS:ARRAY RM 4 INTRUSION (DUPSIG_01),1.0,0.0
DCS:ARRAY RM3 INTRUSION (DUPSIG_01),1.0,0.0
DCS:ASCII MSG DATA,1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_01),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_02),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_03),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_04),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_05),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_06),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_07),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_08),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_09),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_10),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_11),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_12),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_13),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_14),1.0E10,-1.0E10
DCS:ASCII MSG DATA (DUPSIG_15),1.0E10,-1.0E10
DCS:ATHLETIC GEAR STRM FIRE,1.0,0.0
DCS:ATHLETIC GEAR STRM FIRE (DUPSIG_01),1.0,0.0
DCS:BARBER SHOP FIRE,1.0,0.0
DCS:BARBER SHOP FIRE (DUPSIG_01),1.0,0.0
DCS:BATHYTHERMOGRAPH RM FIRE,1.0,0.0
DCS:BATHYTHERMOGRAPH RM FIRE (DUPSIG_01),1.0,0.0
DCS:BCU MAN ENTRY FLAG,1.0E10,-1.0E10
DCS:BOAT GEAR LCKR FIRE,1.0,0.0
DCS:BOAT GEAR LCKR FIRE (DUPSIG_01),1.0,0.0
DCS:BOATSWAIN STRM 1 FIRE,1.0,0.0
DCS:BOATSWAIN STRM 1 FIRE (DUPSIG_01),1.0,0.0
DCS:BOATSWAIN STRM 2 FIRE,1.0,0.0
DCS:BOATSWAIN STRM 2 FIRE (DUPSIG_01),1.0,0.0
DCS:BOATSWAIN STRM 2 FLOODG,1.0,0.0
DCS:BOATSWAIN STRM 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:BOATSWAIN WKSHP FIRE,1.0,0.0
DCS:BOATSWAIN WKSHP FIRE (DUPSIG_01),1.0,0.0
DCS:BRIDGE BASELINE VER NUM,1.0E10,0.0
DCS:BRIDGE IN CTRL OF DCS ALM,1.0,0.0
DCS:BRIDGE IN CTRL OF WDCM VLV ALM,1.0,0.0
DCS:BRIDGE MAJOR VER NUM,1.0E10,0.0
DCS:BRIDGE MINOR VER NUM,1.0E10,0.0
DCS:BRIDGE MINOR VER NUM (DUPSIG_01),1.0E10,0.0
DCS:BRIDGE SHIP NUM,1.0E10,0.0
DCS:BRIDGE TO CIC CHAN T/O,1.0,0.0
DCS:BRIDGE TO CSMC CHAN T/O,1.0,0.0
DCS:BRIDGE TO DCC CHAN T/O,1.0,0.0
DCS:BRIDGE TO EP1 CHAN T/O,1.0,0.0
DCS:BRIDGE TO EP2 CHAN T/O,1.0,0.0
DCS:BRIDGE TO EP3 CHAN T/O,1.0,0.0
DCS:BRIDGE TO PA DIU4 CHAN T/O,1.0,0.0
DCS:BRIDGE TO PA DIU5 CHAN T/O,1.0,0.0
DCS:BRIDGE TO RSC2 CHAN T/O,1.0,0.0
DCS:BRIDGE TO RSC3 CHAN T/O,1.0,0.0
DCS:BRIDGE TO RSC5 CHAN T/O,1.0,0.0
DCS:BRIDGE TO UCC 1 CHAN T/O,1.0,0.0
DCS:BRIDGE TO UCC 2 CHAN T/O,1.0,0.0
DCS:BRIDGE TO UCC 3 CHAN T/O,1.0,0.0
DCS:BRIDGE TO UCC 4 CHAN T/O,1.0,0.0
DCS:BRIDGE WDCM CTRL REQST,1.0,0.0
DCS:BRIDGE WDCM CTRL REQST (DUPSIG_01),1.0,0.0
DCS:BRIDGE WDCM CTRL REQST ACCPTD,1.0,0.0
DCS:BRIDGE WDCM CTRL REQST ACCPTD (DUPSIG_01),1.0,0.0
DCS:BRIDGE WDCM CTRL REQST REJCTD,1.0,0.0
DCS:BRIDGE WDCM CTRL REQST REJCTD (DUPSIG_01),1.0,0.0
DCS:BRIDGE WDCM CTRL TAKE,1.0,0.0
DCS:BRIDGE WDCM CTRL TAKE (DUPSIG_01),1.0,0.0
DCS:CCS & DCC FIRE,1.0,0.0
DCS:CCS & DCC FIRE (DUPSIG_01),1.0,0.0
DCS:CCS & DCC FIRE (DUPSIG_02),1.0,0.0
DCS:CCS & DCC FIRE (DUPSIG_03),1.0,0.0
DCS:CHART RM FIRE,1.0,0.0
DCS:CHART RM FIRE (DUPSIG_01),1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 1 FIRE,1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 2 FIRE,1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 2 FLOODG,1.0,0.0
DCS:CHEM WAR DEF EQUIPMT STRM 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CIC BASELINE VER NUM,1.0E10,0.0
DCS:CIC FIRE,1.0,0.0
DCS:CIC FIRE (DUPSIG_01),1.0,0.0
DCS:CIC FIRE (DUPSIG_02),1.0,0.0
DCS:CIC FIRE (DUPSIG_03),1.0,0.0
DCS:CIC FIRE (DUPSIG_04),1.0,0.0
DCS:CIC FIRE (DUPSIG_05),1.0,0.0
DCS:CIC FIRE (DUPSIG_06),1.0,0.0
DCS:CIC FIRE (DUPSIG_07),1.0,0.0
DCS:CIC FLOODG,1.0,0.0
DCS:CIC FLOODG (DUPSIG_01),1.0,0.0
DCS:CIC IN CTRL OF DCS ALM,1.0,0.0
DCS:CIC IN CTRL OF WDCM VLV ALM,1.0,0.0
DCS:CIC INTRUSION,1.0,0.0
DCS:CIC INTRUSION (DUPSIG_01),1.0,0.0
DCS:CIC MAJOR VER NUM,1.0E10,0.0
DCS:CIC MAN ENTRY FLAG,1.0E10,-1.0E10
DCS:CIC MINOR VER NUM,1.0E10,0.0
DCS:CIC MINOR VER NUM (DUPSIG_01),1.0E10,0.0
DCS:CIC SHIP NUM,1.0E10,0.0
DCS:CIC SPRNKLR ON,1.0,0.0
DCS:CIC SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CIC TO BRIDGE CHAN T/O,1.0,0.0
DCS:CIC TO CSMC CHAN T/O,1.0,0.0
DCS:CIC TO DCC CHAN T/O,1.0,0.0
DCS:CIC TO EP1 CHAN T/O,1.0,0.0
DCS:CIC TO EP2 CHAN T/O,1.0,0.0
DCS:CIC TO EP3 CHAN T/O,1.0,0.0
DCS:CIC TO PA DIU4 CHAN T/O,1.0,0.0
DCS:CIC TO PA DIU5 CHAN T/O,1.0,0.0
DCS:CIC TO RSC2 CHAN T/O,1.0,0.0
DCS:CIC TO RSC3 CHAN T/O,1.0,0.0
DCS:CIC TO RSC5 CHAN T/O,1.0,0.0
DCS:CIC TO UCC 1 CHAN T/O,1.0,0.0
DCS:CIC TO UCC 2 CHAN T/O,1.0,0.0
DCS:CIC TO UCC 3 CHAN T/O,1.0,0.0
DCS:CIC TO UCC 4 CHAN T/O,1.0,0.0
DCS:CIWS CTRL RM 1 FIRE,1.0,0.0
DCS:CIWS CTRL RM 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CIWS CTRL RM 1 FLOODG,1.0,0.0
DCS:CIWS CTRL RM 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CIWS CTRL RM 2 FIRE,1.0,0.0
DCS:CIWS CTRL RM 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CIWS CTRL RM 2 FLOODG,1.0,0.0
DCS:CIWS CTRL RM 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 1 FIRE,1.0,0.0
DCS:CIWS MAGZN 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 1 FLOODG,1.0,0.0
DCS:CIWS MAGZN 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 1 SPRNKLR ON,1.0,0.0
DCS:CIWS MAGZN 1 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 2 FIRE,1.0,0.0
DCS:CIWS MAGZN 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 2 FLOODG,1.0,0.0
DCS:CIWS MAGZN 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CIWS MAGZN 2 SPRNKLR ON,1.0,0.0
DCS:CIWS MAGZN 2 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CIWS WKSHP 1 FIRE,1.0,0.0
DCS:CIWS WKSHP 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CIWS WKSHP 2 FIRE,1.0,0.0
DCS:CIWS WKSHP 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CLASSIFIED DOCUMENT DESTRUCT RM FIRE,1.0,0.0
DCS:CLASSIFIED DOCUMENT DESTRUCT RM FIRE (DUPSIG_01),1.0,0.0
DCS:CMAA OFFICE FIRE,1.0,0.0
DCS:CMAA OFFICE FIRE (DUPSIG_01),1.0,0.0
DCS:CMC OFFICE FIRE,1.0,0.0
DCS:CMC OFFICE FIRE (DUPSIG_01),1.0,0.0
DCS:CO CABIN FIRE,1.0,0.0
DCS:CO CABIN FIRE (DUPSIG_01),1.0,0.0
DCS:CO SEA CABIN FIRE,1.0,0.0
DCS:CO SEA CABIN FIRE (DUPSIG_01),1.0,0.0
DCS:CO STATERM FIRE,1.0,0.0
DCS:CO STATERM FIRE (DUPSIG_01),1.0,0.0
DCS:CO STATERM FIRE (DUPSIG_02),1.0,0.0
DCS:CO STATERM FIRE (DUPSIG_03),1.0,0.0
DCS:COMM CENTER FIRE,1.0,0.0
DCS:COMM CENTER FIRE (DUPSIG_01),1.0,0.0
DCS:COMM CENTER FIRE (DUPSIG_02),1.0,0.0
DCS:COMM CENTER FIRE (DUPSIG_03),1.0,0.0
DCS:COMM CENTER INTRUSION,1.0,0.0
DCS:COMM CENTER INTRUSION (DUPSIG_01),1.0,0.0
DCS:CPO BAGGAGE RM FIRE,1.0,0.0
DCS:CPO BAGGAGE RM FIRE (DUPSIG_01),1.0,0.0
DCS:CPO BAGGAGE RM FLOODG,1.0,0.0
DCS:CPO BAGGAGE RM FLOODG (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 1 FIRE,1.0,0.0
DCS:CPO LIVING SPC 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 1 FLOODG,1.0,0.0
DCS:CPO LIVING SPC 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 1 SPRNKLR ON,1.0,0.0
DCS:CPO LIVING SPC 1 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 2 FIRE,1.0,0.0
DCS:CPO LIVING SPC 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 2 FLOODG,1.0,0.0
DCS:CPO LIVING SPC 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CPO LIVING SPC 2 SPRNKLR ON,1.0,0.0
DCS:CPO LIVING SPC 2 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CPO MESSRM & LOUNGE FIRE,1.0,0.0
DCS:CPO MESSRM & LOUNGE FIRE (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 1 DP CASUALTY,1.0,0.0
DCS:CPS ZONE 1 DP CASUALTY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 1 DP DEFICIENCY,1.0,0.0
DCS:CPS ZONE 1 DP DEFICIENCY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 2 DP CASUALTY,1.0,0.0
DCS:CPS ZONE 2 DP CASUALTY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 2 DP DEFICIENCY,1.0,0.0
DCS:CPS ZONE 2 DP DEFICIENCY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 3 DP CASUALTY,1.0,0.0
DCS:CPS ZONE 3 DP CASUALTY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 3 DP DEFICIENCY,1.0,0.0
DCS:CPS ZONE 3 DP DEFICIENCY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 4 DP CASUALTY,1.0,0.0
DCS:CPS ZONE 4 DP CASUALTY (DUPSIG_01),1.0,0.0
DCS:CPS ZONE 4 DP DEFICIENCY,1.0,0.0
DCS:CPS ZONE 4 DP DEFICIENCY (DUPSIG_01),1.0,0.0
DCS:CREW BAGGAGE RM 1 FIRE,1.0,0.0
DCS:CREW BAGGAGE RM 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW BAGGAGE RM 1 FLOODG,1.0,0.0
DCS:CREW BAGGAGE RM 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW BAGGAGE RM NUM 2 FIRE,1.0,0.0
DCS:CREW BAGGAGE RM NUM 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 1 FIRE,1.0,0.0
DCS:CREW LIVING SPC 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 1 FIRE (DUPSIG_02),1.0,0.0
DCS:CREW LIVING SPC 1 FIRE (DUPSIG_03),1.0,0.0
DCS:CREW LIVING SPC 1 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 1 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 1 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 2 FIRE,1.0,0.0
DCS:CREW LIVING SPC 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 2 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 2 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 2 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 3 FIRE,1.0,0.0
DCS:CREW LIVING SPC 3 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 3 FIRE (DUPSIG_02),1.0,0.0
DCS:CREW LIVING SPC 3 FIRE (DUPSIG_03),1.0,0.0
DCS:CREW LIVING SPC 3 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 3 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 3 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 3 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 4 FIRE,1.0,0.0
DCS:CREW LIVING SPC 4 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 4 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 4 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 4 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 4 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 5 FIRE,1.0,0.0
DCS:CREW LIVING SPC 5 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 5 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 5 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 5 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 5 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 6 FIRE,1.0,0.0
DCS:CREW LIVING SPC 6 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 6 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 6 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 6 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 6 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 7 FIRE,1.0,0.0
DCS:CREW LIVING SPC 7 FIRE (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 7 FLOODG,1.0,0.0
DCS:CREW LIVING SPC 7 FLOODG (DUPSIG_01),1.0,0.0
DCS:CREW LIVING SPC 7 SPRNKLR ON,1.0,0.0
DCS:CREW LIVING SPC 7 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CREW MESSRM FIRE,1.0,0.0
DCS:CREW MESSRM FIRE (DUPSIG_01),1.0,0.0
DCS:CREW MESSRM FIRE (DUPSIG_02),1.0,0.0
DCS:CREW MESSRM FIRE (DUPSIG_03),1.0,0.0
DCS:CREW TRAINING & RECREATION RM FIRE,1.0,0.0
DCS:CREW TRAINING & RECREATION RM FIRE (DUPSIG_01),1.0,0.0
DCS:CREW/CPO GLLY FIRE,1.0,0.0
DCS:CREW/CPO GLLY FIRE (DUPSIG_01),1.0,0.0
DCS:CREW/CPO GLLY FIRE (DUPSIG_02),1.0,0.0
DCS:CREW/CPO GLLY FIRE (DUPSIG_03),1.0,0.0
DCS:CSER 1 FIRE,1.0,0.0
DCS:CSER 1 FIRE (DUPSIG_01),1.0,0.0
DCS:CSER 1 FLOODG,1.0,0.0
DCS:CSER 1 FLOODG (DUPSIG_01),1.0,0.0
DCS:CSER 1 FLOODG (DUPSIG_02),1.0,0.0
DCS:CSER 1 FLOODG (DUPSIG_03),1.0,0.0
DCS:CSER 1 INTRUSION,1.0,0.0
DCS:CSER 1 INTRUSION (DUPSIG_01),1.0,0.0
DCS:CSER 2 FIRE,1.0,0.0
DCS:CSER 2 FIRE (DUPSIG_01),1.0,0.0
DCS:CSER 2 FIRE (DUPSIG_02),1.0,0.0
DCS:CSER 2 FIRE (DUPSIG_03),1.0,0.0
DCS:CSER 2 FLOODG,1.0,0.0
DCS:CSER 2 FLOODG (DUPSIG_01),1.0,0.0
DCS:CSER 2 INTRUSION,1.0,0.0
DCS:CSER 2 INTRUSION (DUPSIG_01),1.0,0.0
DCS:CSER 3 ANNEX INTRUSION,1.0,0.0
DCS:CSER 3 ANNEX INTRUSION (DUPSIG_01),1.0,0.0
DCS:CSER 3 FIRE,1.0,0.0
DCS:CSER 3 FIRE (DUPSIG_01),1.0,0.0
DCS:CSER 3 FLOODG,1.0,0.0
DCS:CSER 3 FLOODG (DUPSIG_01),1.0,0.0
DCS:CSER 3 INTRUSION,1.0,0.0
DCS:CSER 3 INTRUSION (DUPSIG_01),1.0,0.0
DCS:CSER 3 SPRNKLR ON,1.0,0.0
DCS:CSER 3 SPRNKLR ON (DUPSIG_01),1.0,0.0
DCS:CSER 3/CSER 3 ANNEX FIRE,1.0,0.0
DCS:CSER 3/CSER 3 ANNEX FIRE (DUPSIG_01),1.0,0.0
DCS:CSMC BASELINE VER NUM,1.0E10,0.0
DCS:CSMC IN CTRL OF DCS ALM,1.0,0.0
DCS:CSMC IN CTRL OF WDCM VLV ALM,1.0,0.0
DCS:CSMC MAJOR VER NUM,1.0E10,0.0
DCS:CSMC MAN ENTRY FLAG,1.0E10,-1.0E10
DCS:CSMC MINOR VER NUM,1.0E10,0.0
DCS:CSMC MINOR VER NUM (DUPSIG_01),1.0E10,0.0
DCS:CSMC SHIP NUM,1.0E10,0.0
DCS:CSMC TECH LIBRARY & REPAIR 8 FIRE,1.0,0.0
DCS:CSMC TECH LIBRARY & REPAIR 8 FIRE (DUPSIG_01),1.0,0.0
DCS:CSMC TECH LIBRARY & REPAIR 8 INTRUSION,1.0,0.0
DCS:CSMC TECH LIBRARY & REPAIR 8 INTRUSION (DUPSIG_01),1.0,0.0
DCS:CSMC TO BRIDGE CHAN T/O,1.0,0.0
DCS:CSMC TO CIC CHAN T/O,1.0,0.0
DCS:CSMC TO DCC CHAN T/O,1.0,0.0
DCS:CSMC TO EP1 CHAN T/O,1.0,0.0
DCS:CSMC TO EP2 CHAN T/O,1.0,0.0
DCS:CSMC TO EP3 CHAN T/O,1.0,0.0
DCS:CSMC TO PA DIU4 CHAN T/O,1.0,0.0
DCS:CSMC TO PA DIU5 CHAN T/O,1.0,0.0
DCS:CSMC TO RSC2 CHAN T/O,1.0,0.0
DCS:CSMC TO RSC3 CHAN T/O,1.0,0.0
DCS:CSMC TO RSC5 CHAN T/O,1.0,0.0
DCS:CSMC TO UCC 1 CHAN T/O,1.0,0.0
DCS:CSMC TO UCC 2 CHAN T/O,1.0,0.0
DCS:CSMC TO UCC 3 CHAN T/O,1.0,0.0
DCS:CSMC TO UCC 4 CHAN T/O,1.0,0.0
DCS:CTRL OFFER,1.0,0.0
DCS:CTRL OFFER ACCPTD,1.0,0.0
DCS:CTRL OFFER REJCTD,1.0,0.0
DCS:CTRL REQST,1.0,0.0
DCS:CTRL REQST ACCPTD,1.0,0.0
DCS:CTRL REQST REJCTD,1.0,0.0
DCS:CTRL TAKE,1.0,0.0
DCS:CTRL TOT OVRRD,1.0,0.0
DCS:DC EQUIPMT LCKR FIRE,1.0,0.0
DCS:DC EQUIPMT LCKR FIRE (DUPSIG_01),1.0,0.0
DCS:DCC BASELINE VER NUM,1.0E10,0.0
DCS:DCC IN CTRL OF DCS ALM,1.0,0.0
DCS:DCC IN CTRL OF WDCM VLV ALM,1.0,0.0
DCS:DCC MAJOR VER NUM,1.0E10,0.0
DCS:DCC MAN ENTRY FLAG,1.0E10,-1.0E10
DCS:DCC MINOR VER NUM,1.0E10,0.0
DCS:DCC MINOR VER NUM (DUPSIG_01),1.0E10,0.0
DCS:DCC SHIP NUM,1.0E10,0.0
DCS:DCC TO BRIDGE CHAN T/O,1.0,0.0
DCS:DCC TO CIC CHAN T/O,1.0,0.0
DCS:DCC TO CSMC CHAN T/O,1.0,0.0
DCS:DCC TO EP1 CHAN T/O,1.0,0.0
DCS:DCC TO EP2 CHAN T/O,1.0,0.0
DCS:DCC TO EP3 CHAN T/O,1.0,0.0
DCS:DCC TO PA DIU4 CHAN T/O,1.0,0.0
DCS:DCC TO PA DIU5 CHAN T/O,1.0,0.0
DCS:DCC TO RSC2 CHAN T/O,1.0,0.0
DCS:DCC TO RSC3 CHAN T/O,1.0,0.0
DCS:DCC TO RSC5 CHAN T/O,1.0,0.0
DCS:DCC TO UCC 1 CHAN T/O,1.0,0.0
DCS:DCC TO UCC 2 CHAN T/O,1.0,0.0
DCS:DCC TO UCC 3 CHAN T/O,1.0,0.0
DCS:DCC TO UCC 4 CHAN T/O,1.0,0.0
DCS:DCIN1 TO BRIDGE CHAN T/O,1.0,0.0
DCS:DCIN1 TO CIC CHAN T/O,1.0,0.0
DCS:DCIN1 TO CSMC CHAN T/O,1.0,0.0
DCS:DCIN1 TO DCC CHAN T/O,1.0,0.0
DCS:DCIN1 TO RSC2 CHAN T/O,1.0,0.0
DCS:DCIN1 TO RSC3 CHAN T/O,1.0,0.0
DCS:DCIN1 TO RSC5 CHAN T/O,1.0,0.0
DCS:DCIN1 TO UCC 1 CHAN T/O,1.0,0.0
DCS:DCIN1 TO UCC 2 CHAN T/O,1.0,0.0
DCS:DCIN1 TO UCC 3 CHAN T/O,1.0,0.0
DCS:DCIN1 TO UCC 4 CHAN T/O,1.0,0.0
DCS:DCIN2 TO BRIDGE CHAN T/O,1.0,0.0
DCS:DCIN2 TO CIC CHAN T/O,1.0,0.0
DCS:DCIN2 TO CSMC CHAN T/O,1.0,0.0
DCS:DCIN2 TO DCC CHAN T/O,1.0,0.0
DCS:DCIN2 TO RSC2 CHAN T/O,1.0,0.0
DCS:DCIN2 TO RSC3 CHAN T/O,1.0,0.0
DCS:DCIN2 TO RSC5 CHAN T/O,1.0,0.0
DCS:DCIN2 TO UCC 1 CHAN T/O,1.0,0.0
DCS:DCIN2 TO UCC 2 CHAN T/O,1.0,0.0
DCS:DCIN2 TO UCC 3 CHAN T/O,1.0,0.0
DCS:DCIN2 TO UCC 4 CHAN T/O,1.0,0.0
DCS:DCIN3 TO BRIDGE CHAN T/O,1.0,0.0
DCS:DCIN3 TO CIC CHAN T/O,1.0,0.0
DCS:DCIN3 TO CSMC CHAN T/O,1.0,0.0
DCS:DCIN3 TO DCC CHAN T/O,1.0,0.0
DCS:DCIN3 TO RSC2 CHAN T/O,1.0,0.0
DCS:DCIN3 TO RSC3 CHAN T/O,1.0,0.0
DCS:DCIN3 TO RSC5 CHAN T/O,1.0,0.0
DCS:DCIN3 TO UCC 1 CHAN T/O,1.0,0.0
DCS:DCIN3 TO UCC 2 CHAN T/O,1.0,0.0
